Rank_QS,Previous_Rank,Name,Country/Territory,Region,Size,Focus,Research,Status,Academic_Reputation_Score,Academic Reputation  RANK,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Ratio_Score,Faculty_Student_Ratio_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International Faculty  SCORE,International Faculty  RANK,International_Student_Score,International student  RANK,International_Students_Diversity_Score,International_Students_Diversity_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,QS_Overall_Score,Rank_THE,Country,Student_Population,Students_to_Staff_Ratio,International_Students,Female_to_Male_Ratio,THE_Overall_Score,Teaching,Research_Environment,Research_Quality,Industry_Impact,International_Outlook,Year,Country,QS_Rank_Normalized,THE_Rank_Normalized
1401,1401,East West University,Bangladesh,Asia,L,FO,HI,Private not for Profit,8.8,701,17.7,701,3.7,801,4.5,801,1.4,801,1.0,801.0,5.5,801.0,9.2,801.0,8.3,801,32.5,801,-,1818.0,Bangladesh,12156.0,26.8,0.0,"2 days, 3:49:00",21.7655,11.2,9.3,41.7,17.8,33.9,2026.0,Bangladesh,1401.0,1818.0
1401,1201-1400,Herzen State Pedagogical University of Russia,Russian Federation,Europe,L,FO,HI,Public,3.8,701,4.2,701,22.2,785,1.5,801,1.7,801,59.8,344.0,56.4,364.0,11.4,801.0,7.2,801,25.4,801,-,2062.0,Russian Federation,17884.0,16.0,0.21,"3 days, 0:28:00",16.464,20.7,12.9,9.8,18.6,39.1,2026.0,Russian Federation,1401.0,2062.0
1401,1201-1400,Kazan National Research Technological University,Russian Federation,Europe,L,CO,HI,Public,5.3,701,7.8,701,27.9,682,2.0,801,1.9,801,30.9,581.0,32.4,585.0,10.3,801.0,5.5,801,13.7,801,-,2041.0,Russian Federation,13472.0,12.3,0.16,39 : 61,16.799,22.0,9.9,10.2,44.2,34.8,2026.0,Russian Federation,1401.0,2041.0
1401,1201-1400,Khulna University,Bangladesh,Asia,M,CO,HI,Public,8.6,701,7.9,701,14.3,801,8.6,801,20.1,,19.4,,21.7,,20.8,801.0,4.3,801,25.4,801,-,1493.0,Bangladesh,8131.0,13.9,0.0,"1 day, 21:55:00",27.3225,17.3,9.9,50.7,18.7,45.2,2026.0,Bangladesh,1401.0,1493.0
1401,1201-1400,Lublin University of Technology,Poland,Europe,M,FO,VH,Public,6.9,701,3.0,701,28.1,680,8.9,801,2.5,801,29.5,595.0,27.5,645.0,14.4,801.0,3.9,801,17.7,801,-,1585.0,Poland,6721.0,11.4,0.13,27 : 73,25.75,25.8,14.8,31.6,30.8,41.8,2026.0,Poland,1401.0,1585.0
1401,,Mahasarakham University,Thailand,Asia,XL,FC,MD,Public,18.5,662,2.7,701,2.8,801,2.6,801,8.7,801,3.6,801.0,7.7,801.0,11.0,801.0,10.3,801,23.9,801,-,1945.0,Thailand,39291.0,33.6,0.03,"2 days, 13:39:00",18.886,19.9,9.3,24.5,18.9,29.5,2026.0,Thailand,1401.0,1945.0
1401,1401,Naresuan University,Thailand,Asia,L,FC,MD,Public,10.9,701,5.3,701,9.3,801,3.0,801,6.9,801,1.8,801.0,6.2,801.0,12.5,801.0,3.1,801,39.6,801,-,1858.0,Thailand,26692.0,17.8,0.01,"2 days, 20:32:00",21.0419999999999,23.6,13.0,20.6,47.0,30.0,2026.0,Thailand,1401.0,1858.0
1401,1201-1400,National Taipei University,Taiwan,Asia,M,FO,HI,Public,12.4,701,8.0,701,11.6,801,4.4,801,5.9,801,10.1,801.0,14.6,801.0,3.9,801.0,26.6,614,26.6,801,-,1882.0,Taiwan,8630.0,15.6,0.06,"2 days, 6:46:00",20.4655,19.4,15.4,19.5,51.6,31.5,2026.0,Taiwan,1401.0,1882.0
1401,,Nile University,Egypt,Africa,S,SP,HI,Private not for Profit,8.6,701,4.6,701,29.2,646,7.4,801,5.5,801,2.7,801.0,6.9,801.0,9.8,801.0,3.3,801,19.8,801,-,1788.0,Egypt,3826.0,18.5,0.01,37 : 63,22.512,15.2,12.9,34.6,38.8,31.4,2026.0,Egypt,1401.0,1788.0
1401,1201-1400,Perm State University,Russian Federation,Europe,M,CO,VH,Public,4.0,701,3.3,701,35.4,559,2.1,801,1.8,801,20.4,725.0,22.2,727.0,6.0,801.0,4.0,801,29.7,801,-,2142.0,Russian Federation,10895.0,14.5,0.09,"2 days, 8:44:00",14.343,18.4,12.0,7.9,24.5,27.8,2026.0,Russian Federation,1401.0,2142.0
1401,1201-1400,Rikkyo University,Japan,Asia,L,FO,HI,Private for Profit,5.5,701,14.3,701,9.9,801,3.0,801,32.8,556,10.6,801.0,14.2,801.0,12.3,801.0,10.0,801,30.0,801,-,1597.0,Japan,19644.0,14.7,0.05,"2 days, 8:44:00",25.6275,18.5,9.6,41.0,21.4,56.4,2026.0,Japan,1401.0,1597.0
1401,1401,Silpakorn University,Thailand,Asia,L,CO,HI,Public,10.4,701,12.6,701,5.7,801,4.5,801,8.0,801,2.7,801.0,7.1,801.0,26.7,801.0,3.1,801,22.6,801,-,1865.0,Thailand,29673.0,21.9,0.02,"2 days, 20:32:00",20.853,21.4,15.6,19.6,46.4,30.4,2026.0,Thailand,1401.0,1865.0
1401,1201-1400,Suez Canal University,Egypt,Africa,XL,FC,HI,Public,6.1,701,3.9,701,17.4,801,4.4,801,2.5,801,3.0,801.0,7.3,801.0,52.2,801.0,2.9,801,48.0,762,-,1275.0,Egypt,51841.0,14.4,0.02,"1 day, 21:55:00",30.6934999999999,20.0,9.9,56.3,28.5,51.9,2026.0,Egypt,1401.0,1275.0
1401,,Tashkent University of Information Technologies,Uzbekistan,Asia,L,SP,HI,Public,10.7,701,15.4,701,7.4,801,1.7,801,10.4,801,3.3,801.0,7.4,801.0,3.5,801.0,9.4,801,27.7,801,-,1604.0,Uzbekistan,20688.0,18.4,0.0,25 : 75,25.5619999999999,17.6,9.2,49.5,27.8,23.2,2026.0,Uzbekistan,1401.0,1604.0
1401,1401,Universitas Andalas,Indonesia,Asia,XL,CO,HI,Public,13.4,701,8.1,701,13.9,801,1.5,801,14.4,801,3.6,801.0,7.8,801.0,6.0,801.0,5.1,801,39.1,801,-,1895.0,Indonesia,34409.0,17.7,0.02,"2 days, 12:40:00",20.1665,17.8,11.9,22.6,37.8,42.3,2026.0,Indonesia,1401.0,1895.0
1401,,Universitas Negeri Padang,Indonesia,Asia,XL,FO,HI,Public,10.5,701,2.5,701,31.5,608,1.3,801,17.7,753,2.1,801.0,6.4,801.0,6.4,801.0,2.6,801,39.2,801,-,1583.0,Indonesia,45714.0,22.1,0.01,"2 days, 19:33:00",25.7819999999999,12.8,8.6,52.3,16.8,42.0,2026.0,Indonesia,1401.0,1583.0
1401,,Universitas Syiah Kuala,Indonesia,Asia,L,FC,HI,Public,8.6,701,3.0,701,18.1,801,3.6,801,3.1,801,2.5,801.0,6.8,801.0,24.4,801.0,2.6,801,38.6,801,-,1642.0,Indonesia,30794.0,15.8,0.0,"2 days, 14:38:00",25.0465,17.5,9.6,48.0,19.5,25.6,2026.0,Indonesia,1401.0,1642.0
1401,,Universiti Sultan Zainal Abidin,Malaysia,Asia,M,CO,VH,Public,8.0,701,2.8,701,13.8,801,5.4,801,19.5,721,9.9,801.0,13.6,801.0,28.1,801.0,5.1,801,16.9,801,-,1080.0,Malaysia,11380.0,14.8,0.07,"2 days, 18:34:00",34.0614999999999,26.0,13.6,58.8,22.5,52.1,2026.0,Malaysia,1401.0,1080.0
1401,,University of Moratuwa,Sri Lanka,Asia,M,SP,VH,Public,6.0,701,8.0,701,5.3,801,15.6,791,20.1,,1.0,801.0,1.0,801.0,13.2,801.0,13.1,801,24.9,801,-,1740.0,Sri Lanka,11079.0,22.1,0.0,40 : 60,23.4835,12.9,14.5,40.2,36.2,26.2,2026.0,Sri Lanka,1401.0,1740.0
1401,1401,University of Oradea,Romania,Europe,L,FC,MD,Public,7.5,701,4.2,701,6.5,801,4.0,801,1.7,801,9.4,801.0,13.8,801.0,38.8,801.0,9.0,801,41.8,801,-,1810.0,Romania,18847.0,19.0,0.05,"2 days, 12:40:00",21.8699999999999,16.5,13.3,31.7,18.7,38.5,2026.0,Romania,1401.0,1810.0
1401,1201-1400,University of Sri Jayewardenepura,Sri Lanka,Asia,L,CO,HI,Public,8.0,701,12.2,701,5.7,801,7.0,801,20.1,,1.3,801.0,5.7,801.0,27.8,801.0,22.8,674,27.4,801,-,1848.0,Sri Lanka,20006.0,25.3,0.0,"2 days, 15:37:00",21.2175,12.6,9.5,37.4,18.2,37.3,2026.0,Sri Lanka,1401.0,1848.0
1401,,University of Tripoli,Libya,Africa,XL,FC,MD,Public,6.8,701,12.8,701,8.6,801,1.3,801,1.2,801,3.4,801.0,7.6,801.0,30.6,801.0,28.7,582,11.2,801,-,1254.0,Libya,71060.0,18.9,0.02,"2 days, 15:37:00",31.1754999999999,14.6,10.7,66.1,17.2,43.3,2026.0,Libya,1401.0,1254.0
1401,1201-1400,University of West Bohemia,Czechia,Europe,M,CO,VH,Public,7.2,701,5.3,701,12.5,801,7.9,801,20.1,,6.2,801.0,4.8,801.0,40.9,801.0,15.5,801,19.5,801,-,1574.0,Czechia,11369.0,14.5,0.06,"2 days, 6:46:00",25.9025,19.6,18.0,35.4,38.2,36.7,2026.0,Czechia,1401.0,1574.0
1401,1201-1400,Voronezh State University,Russian Federation,Europe,L,CO,HI,Public,5.7,701,4.7,701,31.3,610,1.6,801,3.7,801,34.5,546.0,40.2,502.0,12.2,801.0,3.5,801,20.4,801,-,2094.0,Russian Federation,17718.0,12.3,0.14,"2 days, 2:50:00",15.6179999999999,23.5,11.0,7.1,18.7,34.9,2026.0,Russian Federation,1401.0,2094.0
1401,,Walailak University,Thailand,Asia,L,FC,MD,Public,8.3,701,2.7,701,12.5,801,5.6,801,13.9,801,3.0,801.0,7.4,801.0,31.5,801.0,3.2,801,43.0,801,-,1243.0,Thailand,10993.0,15.2,0.02,"2 days, 23:29:00",31.442,19.4,15.4,56.4,18.7,47.8,2026.0,Thailand,1401.0,1243.0
1401,1201-1400,Yamaguchi University,Japan,Asia,M,FC,HI,Public,4.4,701,2.9,701,46.1,425,8.2,801,8.0,801,4.5,801.0,8.9,801.0,15.4,801.0,1.7,801,22.5,801,-,1684.0,Japan,10373.0,10.9,0.05,38 : 62,24.2819999999999,27.8,14.2,24.0,58.7,32.2,2026.0,Japan,1401.0,1684.0
