Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
1813,Bharati Vidyapeeth University,India,10893,7.6,0.0,"2 days, 4:48:00",21.8565,27.1,11.1,25.1,39.2,20.6,2026
1814,Shimane University,Japan,6056,8.4,0.03,"1 day, 17:59:00",21.814,26.0,13.0,21.5,41.1,30.4,2026
1815,Ondokuz Mayis University,Turkey,37153,18.3,0.15,40 : 60,21.8065,19.7,11.3,29.6,26.2,37.2,2026
1816,Van YÃ¼zÃ¼ncÃ¼ Yil University,Turkey,21117,16.7,0.03,"2 days, 0:52:00",21.806,22.0,19.5,22.4,30.4,23.0,2026
1817,Ankara Yildirim Beyazit University,Turkey,24127,22.3,0.1,"2 days, 7:45:00",21.8034999999999,20.1,13.1,29.5,22.5,31.0,2026
1818,East West University,Bangladesh,12156,26.8,0.0,"2 days, 3:49:00",21.7655,11.2,9.3,41.7,17.8,33.9,2026
1819,Sofia University,Bulgaria,21579,7.4,0.08,"2 days, 17:35:00",21.7595,27.1,12.3,21.7,24.7,36.0,2026
1820,R V College of Engineering,India,6140,17.8,0.0,27 : 73,21.7529999999999,28.9,10.9,25.2,30.6,17.1,2026
1821,Shizuoka University,Japan,9821,14.9,0.03,30 : 70,21.6644999999999,20.9,16.5,18.5,66.1,33.6,2026
1822,De La Salle University,Philippines,22790,18.5,0.02,"2 days, 3:49:00",21.619,18.3,12.6,31.4,24.1,29.1,2026
1823,El Bosque University,Colombia,15881,7.6,0.02,"2 days, 12:40:00",21.5974999999999,23.6,9.0,27.1,17.7,42.5,2026
1824,Muroran Institute of Technology,Japan,3287,19.1,0.05,0.6020833333333333,21.5969999999999,20.2,10.4,24.8,47.8,43.6,2026
1825,Lobachevsky State University of Nizhni Novgorod,Russian Federation,20444,10.5,0.13,"2 days, 3:49:00",21.5529999999999,31.5,13.9,13.8,35.3,35.7,2026
1826,Ferhat Abbas SÃ©tif University 1,Algeria,40578,25.2,0.0,"2 days, 15:37:00",21.5394999999999,15.3,8.5,36.0,20.9,39.0,2026
1827,Al-Muthanna University,Iraq,10814,11.8,0.0,"2 days, 15:37:00",21.5035,20.2,8.5,32.2,16.3,36.9,2026
1828,Polytechnic University of TimiÅŸoara,Romania,12676,18.1,0.04,38 : 62,21.4955,18.0,9.8,33.6,36.4,24.1,2026
1828,Londrina State University,Brazil,20259,9.9,0.01,"2 days, 10:42:00",21.4955,30.4,12.1,20.0,26.9,25.9,2026
1830,Teikyo University,Japan,22761,20.7,0.06,36 : 64,21.4645,16.2,14.0,29.6,41.7,27.7,2026
1831,University of Lucknow,India,16650,22.3,0.03,"2 days, 3:49:00",21.3705,29.5,10.0,23.2,19.2,27.2,2026
1832,University of RzeszÃ³w,Poland,13491,12.1,0.03,"2 days, 19:33:00",21.3695,22.7,14.0,25.3,22.7,28.2,2026
1833,Lagos State University,Nigeria,50785,46.0,0.0,"2 days, 3:49:00",21.368,17.1,10.5,30.1,20.9,45.5,2026
1834,St Petersburg Electrotechnical University (LETI),Russian Federation,9024,14.2,0.19,31 : 69,21.3675,22.2,15.2,19.7,39.2,39.1,2026
1835,University of Miskolc,Hungary,9107,17.7,0.09,"2 days, 3:49:00",21.346,23.8,14.7,21.2,24.3,36.4,2026
1836,Vietnam National University (Ho Chi Minh City),Vietnam,95620,23.5,0.0,"1 day, 22:54:00",21.3414999999999,14.6,12.0,31.6,39.8,33.1,2026
1837,University of Rwanda,Rwanda,30597,22.5,0.03,38 : 62,21.317,14.1,14.9,25.6,21.1,57.5,2026
1838,SzÃ©chenyi IstvÃ¡n University,Hungary,12060,16.1,0.06,"1 day, 20:56:00",21.3129999999999,18.9,13.1,27.8,27.9,33.1,2026
1839,Hasanuddin University,Indonesia,37300,14.8,0.01,"2 days, 13:39:00",21.3014999999999,21.6,11.5,28.0,31.3,25.9,2026
1840,University of Karachi,Pakistan,47940,39.8,0.0,"2 days, 14:38:00",21.2984999999999,16.2,11.1,28.8,28.2,47.1,2026
1841,Universidad CatÃ³lica de la SantÃ­sima ConcepciÃ³n,Chile,9954,23.7,0.01,"2 days, 8:44:00",21.276,11.7,18.2,26.9,17.6,50.3,2026
1842,Kochi University,Japan,5441,8.6,0.01,"1 day, 20:56:00",21.2679999999999,24.2,12.9,21.4,46.7,28.0,2026
1843,Bialystok University of Technology,Poland,6335,11.0,0.05,34 : 66,21.2565,23.5,14.0,23.5,28.6,27.6,2026
1844,State University of Ponta Grossa,Brazil,8076,8.9,0.01,"1 day, 22:54:00",21.2405,26.2,19.0,16.9,20.6,28.1,2026
1845,Pavlov First Saint Petersburg State Medical University,Russian Federation,5569,9.0,0.12,"3 days, 2:26:00",21.2305,31.7,12.8,15.2,32.8,30.6,2026
1846,Samara State Medical University,Russian Federation,8007,9.3,0.12,"2 days, 11:41:00",21.2269999999999,42.8,10.7,6.0,33.2,31.6,2026
1847,Universidad Nacional de AsunciÃ³n,Paraguay,52870,8.9,0.01,"2 days, 8:44:00",21.2179999999999,22.4,9.6,24.9,20.4,47.2,2026
1848,University of Sri Jayewardenepura,Sri Lanka,20006,25.3,0.0,"2 days, 15:37:00",21.2175,12.6,9.5,37.4,18.2,37.3,2026
1849,Lviv Polytechnic National University,Ukraine,25087,12.8,0.01,"1 day, 21:55:00",21.2159999999999,20.2,12.0,29.3,23.3,27.4,2026
1850,Akita University,Japan,5042,10.6,0.04,36 : 64,21.197,26.3,13.6,18.7,43.3,28.7,2026
1851,University of Szczecin,Poland,9446,9.8,0.06,"2 days, 20:32:00",21.1785,23.5,10.0,27.8,17.4,30.8,2026
1852,GITAM University,India,27238,13.2,0.02,38 : 62,21.1255,21.7,10.5,29.3,21.6,27.0,2026
1853,University of Fukui,Japan,4833,7.8,0.03,30 : 70,21.1034999999999,27.7,12.4,18.7,42.9,26.8,2026
1854,Tomsk State University of Control Systems and Radioelectronics,Russian Federation,6402,12.2,0.16,26 : 74,21.0849999999999,22.9,16.9,15.0,52.9,37.5,2026
1855,Adelphi University,United States,6884,11.7,0.07,"2 days, 22:30:00",21.0824999999999,25.5,7.9,26.2,18.1,35.8,2026
1856,"Federal University of Technology, Owerri",Nigeria,24469,18.5,0.0,32 : 68,21.0645,25.2,8.3,23.7,26.9,40.5,2026
1857,Antonio NariÃ±o University,Colombia,13578,12.7,0.02,"2 days, 10:42:00",21.0515,18.4,8.3,28.9,17.1,51.5,2026
1858,Naresuan University,Thailand,26692,17.8,0.01,"2 days, 20:32:00",21.0419999999999,23.6,13.0,20.6,47.0,30.0,2026
1859,North Khorasan University of Medical Sciences,Iran,2221,9.5,0.0,"2 days, 8:44:00",21.0069999999999,24.7,11.2,25.4,17.5,28.7,2026
1860,Saints Cyril and Methodius University in Skopje,North Macedonia,26028,12.2,0.0,"2 days, 9:43:00",21.0005,21.3,10.2,23.9,32.6,43.8,2026
1861,Bilecik Åžeyh Edebali University,Turkey,12222,16.7,0.19,"1 day, 23:53:00",20.987,16.3,10.2,31.7,21.7,37.9,2026
1862,Kochi University of Technology,Japan,2510,19.2,0.02,24 : 76,20.9335,20.0,14.5,18.7,51.9,41.9,2026
1863,Escuela PolitÃ©cnica Nacional,Ecuador,7569,14.2,0.02,30 : 70,20.9075,18.7,9.8,26.7,24.6,47.4,2026
1864,University of Diyala,Iraq,26009,13.8,0.0,"2 days, 8:44:00",20.898,18.9,8.4,33.9,17.1,27.1,2026
1865,Silpakorn University,Thailand,29673,21.9,0.02,"2 days, 20:32:00",20.853,21.4,15.6,19.6,46.4,30.4,2026
1866,Federal University of ParÃ¡,Brazil,49025,18.1,0.0,"2 days, 7:45:00",20.8385,25.2,12.9,21.8,28.4,26.5,2026
1867,Polytechnic University of Bucharest,Romania,37048,22.3,0.01,"1 day, 17:59:00",20.7425,18.7,9.7,30.5,39.2,22.6,2026
1868,University of Passo Fundo (UPF),Brazil,6729,15.2,0.0,"2 days, 8:44:00",20.7185,20.8,12.0,27.5,19.0,27.9,2026
1869,UniversitÃ© Kasdi Merbah Ouargla,Algeria,27341,20.0,0.0,"2 days, 12:40:00",20.714,28.2,10.2,21.0,17.3,32.6,2026
1870,Federal Rural University of Pernambuco,Brazil,14329,12.6,0.0,"2 days, 5:47:00",20.7039999999999,30.4,10.3,19.8,24.1,24.6,2026
1871,Kharkiv National University of Radio Electronics,Ukraine,7129,11.6,0.06,30 : 70,20.7025,20.8,9.0,30.0,18.6,29.5,2026
1872,Samara National Research University (Samara University),Russian Federation,9427,10.4,0.1,"1 day, 22:54:00",20.6815,27.1,14.1,16.2,34.2,31.6,2026
1873,Sivas Cumhuriyet University,Turkey,34861,24.9,0.11,"2 days, 5:47:00",20.657,14.9,9.9,33.4,19.2,34.7,2026
1874,UniversitÃ© 8 Mai 1945 Guelma,Algeria,16676,16.1,0.01,"2 days, 22:30:00",20.6405,18.7,8.6,30.6,19.5,35.6,2026
1875,Grigore T. Popa University of Medicine and Pharmacy,Romania,10110,10.5,0.28,"2 days, 20:32:00",20.6124999999999,23.8,10.7,21.5,23.9,41.1,2026
1876,M S Ramaiah University of Applied Sciences (RUAS),India,9031,12.1,0.0,"2 days, 8:44:00",20.5515,21.8,9.0,31.0,20.2,18.7,2026
1877,Erzincan Binali YÄ±ldÄ±rÄ±m University,Turkey,24090,20.4,0.04,"2 days, 0:52:00",20.548,13.0,9.1,38.1,18.1,25.6,2026
1878,Sikkim Manipal University,India,4411,13.2,0.02,"1 day, 18:58:00",20.529,20.8,9.6,29.6,22.1,24.6,2026
1879,NiÄŸde Ã–mer Halisdemir University,Turkey,13328,16.3,0.09,"2 days, 8:44:00",20.5214999999999,17.2,10.3,31.0,20.7,31.1,2026
1880,Belarusian State University,Belarus,23445,8.3,0.22,"2 days, 10:42:00",20.5105,24.7,11.1,10.9,45.0,65.8,2026
1881,Universitas Sumatera Utara,Indonesia,40855,18.1,0.02,"2 days, 7:45:00",20.4835,17.8,11.3,27.6,21.2,37.7,2026
1882,National Taipei University,Taiwan,8630,15.6,0.06,"2 days, 6:46:00",20.4655,19.4,15.4,19.5,51.6,31.5,2026
1883,Universidade do Estado de Santa Catarina,Brazil,11738,11.5,0.01,"2 days, 7:45:00",20.463,31.5,11.8,16.2,27.4,23.9,2026
1884,University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,19249,10.3,0.01,"2 days, 4:48:00",20.4414999999999,38.6,8.4,11.1,22.4,31.9,2026
1885,Misr University for Science and Technology,Egypt,26246,16.1,0.04,"2 days, 2:50:00",20.418,15.6,8.8,31.5,18.1,41.2,2026
1886,Sakarya University of Applied Sciences,Turkey,11118,30.2,0.26,31 : 69,20.412,13.2,9.8,32.7,16.4,42.8,2026
1887,Universidade Federal de Sergipe,Brazil,24819,14.7,0.0,"2 days, 6:46:00",20.4079999999999,20.1,10.6,27.5,22.8,29.9,2026
1888,Oita University,Japan,5240,8.3,0.01,37 : 63,20.38,26.5,12.1,19.7,34.9,23.3,2026
1889,University of MedellÃ­n,Colombia,7158,16.8,0.02,"2 days, 5:47:00",20.3134999999999,18.0,11.4,24.8,23.0,44.5,2026
1890,University of Mataram,Indonesia,30131,22.1,0.0,"2 days, 14:38:00",20.2934999999999,11.8,8.4,39.0,17.6,26.3,2026
1891,University of Namibia,Namibia,25403,18.7,0.03,"2 days, 15:37:00",20.2855,14.5,9.0,27.2,17.7,60.4,2026
1892,Mustansiriyah University,Iraq,32844,8.5,0.01,"2 days, 7:45:00",20.2464999999999,26.8,9.8,19.8,23.9,34.7,2026
1893,Bolu Abant Izzet Baysal University,Turkey,26718,24.9,0.16,"2 days, 8:44:00",20.2275,17.1,9.7,29.2,19.0,38.0,2026
1894,Alberto Hurtado University,Chile,7276,22.0,0.02,"2 days, 10:42:00",20.1725,15.8,16.6,24.1,16.0,37.7,2026
1895,Universitas Andalas,Indonesia,34409,17.7,0.02,"2 days, 12:40:00",20.1665,17.8,11.9,22.6,37.8,42.3,2026
1896,MapÃºa University,Philippines,9032,24.1,0.02,33 : 67,20.1594999999999,13.7,14.8,30.5,23.4,23.2,2026
1897,University of Sarajevo,Bosnia and Herzegovina,21375,13.0,0.03,,20.1414999999999,21.2,11.5,23.4,33.0,29.5,2026
1898,"Soochow University, Taiwan",Taiwan,15287,35.9,0.03,"2 days, 11:41:00",20.1405,14.6,18.0,23.0,27.4,34.9,2026
1899,Technical University of Sofia,Bulgaria,10396,10.5,0.08,29 : 71,20.0809999999999,22.9,11.5,22.1,37.7,24.7,2026
1900,Universiti Kuala Lumpur,Malaysia,17749,12.8,0.03,"1 day, 20:56:00",20.0405,20.6,9.6,23.6,28.8,39.3,2026
1901,The University of Danang,Vietnam,60839,36.0,0.01,"2 days, 10:42:00",19.9895,10.4,9.4,32.0,24.7,48.1,2026
1902,University of Dar es Salaam,Tanzania,38201,20.9,0.0,"2 days, 0:52:00",19.8625,14.5,11.1,26.5,21.9,47.2,2026
1903,University of ValparaÃ­so,Chile,16514,17.9,0.03,"2 days, 10:42:00",19.861,16.9,13.1,22.5,20.6,46.7,2026
1904,National Chi Nan University,Taiwan,6145,16.5,0.1,"2 days, 4:48:00",19.8055,19.8,16.0,13.9,66.8,33.1,2026
1905,University of Phayao,Thailand,21363,21.8,0.0,"2 days, 19:33:00",19.798,13.7,10.7,33.5,19.9,24.1,2026
1906,University of Shizuoka,Japan,3252,12.0,0.03,"2 days, 13:39:00",19.6845,23.4,12.5,16.3,59.6,25.1,2026
1907,Kirikkale University,Turkey,25261,40.3,0.01,"2 days, 3:49:00",19.684,17.0,19.6,20.1,36.0,20.2,2026
1908,V.N. Karazin Kharkiv National University,Ukraine,17491,8.3,0.27,"2 days, 3:49:00",19.6645,26.8,11.2,12.1,35.2,46.3,2026
1909,University of Birjand,Iran,12169,33.9,0.04,"2 days, 11:41:00",19.6545,15.6,13.7,27.2,20.3,28.1,2026
1910,University of Montenegro,Montenegro,15557,21.1,0.02,"2 days, 13:39:00",19.6474999999999,14.0,12.1,24.3,27.4,48.3,2026
1911,PSG College of Technology,India,7957,14.0,0.0,37 : 63,19.602,21.5,9.8,25.1,37.5,18.5,2026
1912,AdÄ±yaman University,Turkey,18054,21.3,0.03,33 : 67,19.586,13.0,10.1,33.5,16.8,28.0,2026
1913,Kwansei Gakuin University,Japan,25457,20.7,0.04,"2 days, 2:50:00",19.5289999999999,23.2,10.4,18.9,30.6,37.0,2026
1914,Burdur Mehmet Akif Ersoy University,Turkey,25140,24.8,0.03,"2 days, 6:46:00",19.4894999999999,12.6,9.6,34.9,18.9,23.5,2026
1915,National Pingtung University of Science and Technology,Taiwan,10630,18.3,0.05,"1 day, 20:56:00",19.489,16.4,14.3,20.7,49.6,30.8,2026
1916,AIIMS Rishikesh,India,2002,1.9,0.03,37 : 63,19.4499999999999,29.0,11.2,17.2,22.8,21.0,2026
1917,Ã‡ankÄ±rÄ± Karatekin University,Turkey,12279,21.9,0.12,"2 days, 7:45:00",19.4444999999999,14.4,18.0,23.0,17.1,31.9,2026
1918,University of Los Lagos,Chile,6923,19.0,0.0,"2 days, 14:38:00",19.4375,15.6,14.6,21.0,16.6,48.5,2026
1919,Latvia University of Life Sciences and Technologies,Latvia,3998,14.1,0.08,"2 days, 1:51:00",19.4344999999999,21.7,15.8,17.9,24.9,27.8,2026
1920,Bursa UludaÄŸ University,Turkey,48233,20.3,0.13,"2 days, 19:33:00",19.4315,19.3,10.2,23.4,26.5,36.0,2026
1921,Ming Chuan University,Taiwan,17030,21.6,0.12,"2 days, 11:41:00",19.403,14.1,13.6,22.7,42.3,37.3,2026
1922,NED University of Engineering and Technology,Pakistan,12523,22.6,0.0,"1 day, 17:59:00",19.4015,13.4,12.5,22.9,26.9,51.7,2026
1923,Atma Jaya Catholic University of Indonesia,Indonesia,7908,17.6,0.07,"1 day, 22:54:00",19.389,18.0,12.7,19.5,22.9,48.4,2026
1924,Georgian Technical University,Georgia,17297,13.8,0.03,24 : 76,19.3635,29.8,9.0,14.5,17.0,39.1,2026
1925,Matej Bel University,Slovakia,6194,14.8,0.12,"2 days, 17:35:00",19.29,18.9,14.2,18.0,21.1,44.7,2026
1926,Sri Ramachandra Institute of Higher Education and Research,India,8949,13.5,0.05,"2 days, 13:39:00",19.2774999999999,25.4,12.6,16.3,25.7,29.5,2026
1927,University of San MartÃ­n de Porres,Peru,38029,17.2,0.01,"2 days, 17:35:00",19.2435,15.7,8.9,28.5,18.4,36.6,2026
1928,Mendeleev University of Chemical Technology,Russian Federation,8593,12.6,0.08,"2 days, 3:49:00",19.1635,22.7,17.2,13.1,39.6,26.2,2026
1929,Universitas Muhammadiyah Yogyakarta,Indonesia,23551,28.1,0.02,"2 days, 0:52:00",19.136,12.4,11.9,25.4,18.3,49.0,2026
1930,Sophia University,Japan,13016,12.2,0.12,"2 days, 12:40:00",19.1205,22.5,11.1,13.9,33.6,50.0,2026
1931,National Chiayi University,Taiwan,11582,23.8,0.03,"2 days, 0:52:00",19.118,15.1,14.3,21.2,60.6,23.1,2026
1932,Universidad AutÃ³noma de QuerÃ©taro,Mexico,24995,42.8,0.01,"2 days, 10:42:00",19.1079999999999,22.7,11.3,19.4,29.8,28.3,2026
1933,University of Taipei,Taiwan,7717,16.7,0.02,"2 days, 13:39:00",19.0679999999999,17.5,19.1,16.1,27.1,32.7,2026
1934,State University of Santa Cruz,Brazil,7689,9.3,0.02,"2 days, 8:44:00",19.028,26.1,10.1,16.4,19.3,36.1,2026
1935,Universidad San Ignacio de Loyola,Peru,24365,29.6,0.01,"2 days, 0:52:00",19.0244999999999,12.0,10.1,29.4,16.7,40.9,2026
1936,University of Mascara,Algeria,22010,22.2,0.0,"2 days, 15:37:00",19.0015,15.7,8.0,27.1,17.0,43.2,2026
1937,University of Craiova,Romania,16584,17.0,0.04,"2 days, 4:48:00",18.997,16.2,11.5,26.6,24.2,25.8,2026
1938,Jianghan University,China,22607,14.4,0.01,"2 days, 8:44:00",18.9925,17.1,9.8,28.3,27.9,20.0,2026
1939,Belgorod State National Research University,Russian Federation,17325,21.2,0.22,"2 days, 9:43:00",18.958,21.8,16.4,11.1,34.9,40.6,2026
1940,Pontifical Catholic University of Argentina,Argentina,18296,4.2,0.1,"2 days, 7:45:00",18.9435,24.5,8.2,17.2,16.7,46.8,2026
1941,KLE Academy of Higher Education and Research,India,7175,8.5,0.01,"2 days, 10:42:00",18.923,25.0,11.2,15.5,32.0,31.6,2026
1942,Tokyo University of Agriculture,Japan,13209,33.6,0.02,"1 day, 20:56:00",18.9205,19.9,9.8,22.8,34.7,26.4,2026
1943,Kocaeli University,Turkey,43687,28.6,0.05,"1 day, 23:53:00",18.918,14.1,10.4,28.6,30.5,25.9,2026
1944,Adana Alparslan TÃ¼rkeÅŸ Science and Technology University,Turkey,4769,19.2,0.0,"1 day, 19:57:00",18.913,13.7,10.4,31.5,17.2,22.9,2026
1945,Mahasarakham University,Thailand,39291,33.6,0.03,"2 days, 13:39:00",18.886,19.9,9.3,24.5,18.9,29.5,2026
1946,Afyonkarahisar Health Sciences University,Turkey,4545,12.0,0.03,"2 days, 18:34:00",18.8745,29.8,11.8,13.1,24.6,23.3,2026
1947,Centro Federal de EducaÃ§Ã£o TecnolÃ³gica Celso Suckow da Fonseca (CEFET-RJ),Brazil,19873,22.2,0.0,36 : 64,18.858,15.5,10.1,26.3,18.6,36.3,2026
1948,Jean Moulin University â€“ Lyon 3,France,27662,38.2,0.21,"2 days, 18:34:00",18.852,15.0,13.7,16.0,29.6,59.6,2026
1949,Mersin University,Turkey,27928,27.8,0.07,"2 days, 2:50:00",18.845,17.2,10.6,25.3,23.3,29.0,2026
1950,MuÅŸ Alparslan University,Turkey,8262,28.3,0.0,"2 days, 4:48:00",18.8315,12.1,11.0,32.6,16.8,21.6,2026
1951,Presidency University,India,17979,18.0,0.0,34 : 66,18.7884999999999,17.1,7.6,31.1,18.5,19.6,2026
1952,Don State Technical University,Russian Federation,26083,13.9,0.12,"2 days, 6:46:00",18.7465,20.9,10.3,21.0,24.6,30.8,2026
1953,Universidad Pontificia Bolivariana (UPB),Colombia,9763,11.0,0.03,"2 days, 9:43:00",18.7464999999999,25.5,12.0,12.3,36.1,34.8,2026
1954,Ionian University,Greece,9707,24.9,0.03,"2 days, 5:47:00",18.7395,16.3,11.6,26.0,23.8,24.2,2026
1955,Universitas Negeri Jakarta,Indonesia,27808,28.4,0.0,"2 days, 16:36:00",18.692,21.2,11.2,23.2,16.0,21.2,2026
1956,Tikrit University,Iraq,33551,11.0,0.0,"1 day, 17:59:00",18.6805,30.4,9.4,15.6,16.6,21.9,2026
1957,National University of CÃ³rdoba,Argentina,168371,15.8,0.01,"2 days, 17:35:00",18.6535,18.9,10.4,21.2,21.3,38.0,2026
1958,Gheorghe Asachi Technical University of IaÅŸi,Romania,13126,22.4,0.13,30 : 70,18.653,18.2,10.2,21.5,33.9,33.6,2026
1959,Gdynia Maritime University,Poland,3279,10.2,0.03,29 : 71,18.6459999999999,23.4,11.5,15.5,54.2,21.2,2026
1960,Thiagarajar College of Engineering,India,4835,16.0,0.0,40 : 60,18.642,19.6,9.0,26.7,20.0,19.2,2026
1961,EskiÅŸehir Technical University,Turkey,11805,16.0,0.03,"1 day, 19:57:00",18.576,20.7,9.8,23.1,23.0,23.7,2026
1962,Azerbaijan State Oil and Industry University,Azerbaijan,12831,10.3,0.06,38 : 62,18.5745,25.0,8.1,15.7,19.7,44.7,2026
1963,"Federal University of Agriculture, Abeokuta",Nigeria,21219,37.0,0.0,39 : 61,18.5175,17.7,8.8,24.3,21.1,34.8,2026
1964,Afyon Kocatepe University,Turkey,22390,31.1,0.06,"2 days, 2:50:00",18.517,16.5,9.8,26.4,22.5,26.5,2026
1965,Mindanao State University â€“ Iligan Institute of Technology,Philippines,12388,18.0,0.0,"2 days, 11:41:00",18.5135,18.4,9.1,22.7,17.6,39.1,2026
1966,Zonguldak BÃ¼lent Ecevit University,Turkey,18524,19.2,0.1,"2 days, 5:47:00",18.5129999999999,14.9,11.0,26.5,19.5,29.3,2026
1967,Irkutsk National Research Technical University,Russian Federation,9686,10.1,0.13,37 : 63,18.5009999999999,23.0,10.2,16.7,29.2,34.4,2026
1968,University of Hyogo,Japan,6551,12.5,0.03,40 : 60,18.4985,21.8,13.3,13.1,59.2,25.5,2026
1968,Universitas Muhammadiyah Malang,Indonesia,31158,37.0,0.0,"2 days, 4:48:00",18.4985,11.6,9.6,31.4,16.5,29.5,2026
1970,University of Biskra,Algeria,28193,17.5,0.0,"2 days, 15:37:00",18.4915,18.2,8.3,23.6,18.7,38.5,2026
1971,Universitas Negeri Surabaya,Indonesia,37684,29.7,0.01,"2 days, 17:35:00",18.474,13.8,10.6,25.7,21.1,37.0,2026
1972,Islamic Science University of Malaysia (USIM),Malaysia,13123,17.6,0.06,"2 days, 16:36:00",18.4715,22.1,9.4,18.5,16.9,40.0,2026
1973,Islamic University of Indonesia,Indonesia,26457,31.6,0.03,"1 day, 21:55:00",18.4619999999999,14.6,11.7,24.9,17.8,34.4,2026
1974,Ä°zmir KÃ¢tip Ã‡elebi University,Turkey,19291,16.5,0.04,"2 days, 4:48:00",18.427,16.5,10.4,25.1,18.9,30.1,2026
1975,National Ilan University,Taiwan,5592,23.2,0.02,36 : 64,18.4,14.3,14.1,19.5,47.0,31.5,2026
1976,Srinakharinwirot University,Thailand,29327,19.0,0.02,"2 days, 19:33:00",18.396,23.3,10.5,19.5,20.5,24.1,2026
1977,Central University of Venezuela,Venezuela,27604,7.8,0.01,"2 days, 6:46:00",18.2915,24.2,8.6,14.1,19.4,48.7,2026
1978,University of Thi-Qar,Iraq,19964,12.5,0.0,"2 days, 15:37:00",18.288,20.0,8.9,23.3,16.8,28.6,2026
1979,Ekiti State University,Nigeria,13983,25.6,,"2 days, 15:37:00",18.284,24.2,10.1,17.3,16.4,31.6,2026
1980,RzeszÃ³w University of Technology,Poland,10790,12.0,0.01,"1 day, 20:56:00",18.276,20.1,8.3,23.4,24.8,25.7,2026
1981,East China University of Technology,China,26036,15.6,0.0,35 : 65,18.2635,15.6,10.0,26.1,37.1,19.3,2026
1982,EAFIT University,Colombia,12722,19.0,0.02,"1 day, 19:57:00",18.2114999999999,17.4,11.1,18.4,21.3,46.5,2026
1983,Ã‡anakkale Onsekiz Mart University,Turkey,46824,23.6,0.05,"2 days, 4:48:00",18.171,14.3,18.6,19.5,21.4,24.7,2026
1984,University of Port Harcourt,Nigeria,42613,30.1,0.0,"2 days, 8:44:00",18.147,20.6,8.8,19.5,21.2,37.6,2026
1985,Temuco Catholic University,Chile,10711,10.1,0.0,"2 days, 13:39:00",18.1364999999999,21.6,11.0,14.8,18.8,45.1,2026
1986,University of Caxias do Sul,Brazil,13482,29.8,0.0,"2 days, 6:46:00",18.1105,18.5,9.2,24.3,23.5,23.4,2026
1987,Dicle University,Turkey,42576,21.4,0.06,"1 day, 22:54:00",18.0655,23.9,9.6,18.2,22.4,25.0,2026
1988,Perm National Research Polytechnic University,Russian Federation,10691,13.2,0.06,"1 day, 22:54:00",18.0574999999999,21.1,16.0,10.6,51.2,26.2,2026
1989,UniversitÃ© Cheikh Anta Diop de Dakar (UCAD),Senegal,92109,62.2,0.05,"1 day, 21:55:00",18.0325,16.3,10.7,17.5,23.9,52.2,2026
1990,University of Abou Bekr BelkaÃ¯d Tlemcen,Algeria,40061,15.7,0.01,"2 days, 12:40:00",17.993,27.3,8.2,13.7,20.1,35.3,2026
1991,BaÅŸkent University,Turkey,14593,13.7,0.03,"2 days, 11:41:00",17.9745,20.8,11.8,19.0,24.6,23.1,2026
1992,Universidad del Valle,Colombia,33529,8.1,0.01,"2 days, 2:50:00",17.973,24.9,9.4,13.5,21.1,40.1,2026
1993,Pontificia Universidad CatÃ³lica del Ecuador,Ecuador,29406,19.4,0.02,"2 days, 8:44:00",17.9419999999999,14.1,9.3,21.4,16.7,53.3,2026
1994,KÄ±rÅŸehir Ahi Evran University,Turkey,13682,23.7,0.16,"2 days, 5:47:00",17.936,14.0,11.1,23.8,21.3,34.6,2026
1995,Universidad Panamericana (UP),Mexico,17141,7.6,0.02,"2 days, 3:49:00",17.935,24.5,9.2,12.5,19.3,46.9,2026
1996,Dr. M.G.R. Educational and Research Institute,India,31849,12.8,0.0,35 : 65,17.9305,18.6,8.6,25.3,16.8,22.5,2026
1997,Bozok University,Turkey,15781,18.8,0.09,"2 days, 3:49:00",17.8935,13.6,10.0,26.7,17.1,30.5,2026
1998,ÃœskÃ¼dar University,Turkey,17011,28.5,0.21,"2 days, 14:38:00",17.88,13.3,9.0,23.6,19.1,46.7,2026
1999,Yerevan State University,Armenia,14333,7.2,0.03,"2 days, 5:47:00",17.864,25.4,9.1,12.4,22.3,41.6,2026
2000,National Technical University Kharkiv Polytechnic Institute,Ukraine,11572,8.5,0.13,28 : 72,17.848,24.5,9.2,15.7,19.0,33.1,2026
2001,Ordu University,Turkey,11821,17.5,0.01,"2 days, 8:44:00",17.7749999999999,14.2,10.7,27.8,17.2,19.4,2026
2002,Kharkiv Aviation Institute,Ukraine,4827,12.6,0.12,0.6430555555555556,17.7735,21.3,10.7,17.4,18.8,32.2,2026
