university_name,country,year,ranking_source,rank,score
Tokyo University of Marine Science and Technology,Japan,2026,THE,1536,26.6549999999999
Universitas Negeri Yogyakarta,Indonesia,2026,THE,1537,26.6225
Technical University of Cartagena,Spain,2026,THE,1538,26.619
University of Technology of Troyes,France,2026,THE,1539,26.603
Universidad Loyola,Spain,2026,THE,1540,26.5945
Kagawa University,Japan,2026,THE,1541,26.5649999999999
Pirogov Russian National Research Medical University,Russian Federation,2026,THE,1542,26.5555
Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,2026,THE,1543,26.5314999999999
Allameh Tabataba â€™i University,Iran,2026,THE,1544,26.526
Warsaw University of Life Sciences â€“ SGGW,Poland,2026,THE,1545,26.5149999999999
University of Toyama,Japan,2026,THE,1546,26.4945
Federal University of UberlÃ¢ndia,Brazil,2026,THE,1547,26.3929999999999
University of Antofagasta,Chile,2026,THE,1548,26.3304999999999
Istanbul Okan University,Turkey,2026,THE,1549,26.3295
Moscow Polytechnic University,Russian Federation,2026,THE,1550,26.311
Poznan University of Technology,Poland,2026,THE,1551,26.2995
Lucian Blaga University of Sibiu,Romania,2026,THE,1552,26.2915
Technical University of KoÅ¡ice,Slovakia,2026,THE,1552,26.2915
Yamagata University,Japan,2026,THE,1554,26.2874999999999
University of Zanjan,Iran,2026,THE,1555,26.2745
Cardinal Stefan WyszyÅ„ski University in Warsaw,Poland,2026,THE,1556,26.2479999999999
Liverpool Hope University,United Kingdom,2026,THE,1557,26.2345
Hassiba Benbouali University of Chlef,Algeria,2026,THE,1558,26.228
Diponegoro University,Indonesia,2026,THE,1559,26.2279999999999
Al-Qasim Green University,Iraq,2026,THE,1560,26.2275
University of Havana,Cuba,2026,THE,1561,26.1929999999999
Mirpur University of Science and Technology,Pakistan,2026,THE,1562,26.1609999999999
KMITL â€“ King Mongkutâ€™s Institute of Technology Ladkrabang,Thailand,2026,THE,1563,26.1479999999999
University of Las AmÃ©ricas (UDLA),Ecuador,2026,THE,1564,26.1384999999999
Kitasato University,Japan,2026,THE,1565,26.1009999999999
University of Texas Rio Grande Valley,United States,2026,THE,1566,26.0369999999999
University of Lodz,Poland,2026,THE,1567,26.0304999999999
Manav Rachna International Institute of Research and Studies,India,2026,THE,1568,26.0039999999999
Recep Tayyip ErdoÄŸan University,Turkey,2026,THE,1569,25.977
Universidad Francisco de Vitoria,Spain,2026,THE,1570,25.9749999999999
Obafemi Awolowo University,Nigeria,2026,THE,1571,25.9309999999999
Nagoya Institute of Technology,Japan,2026,THE,1572,25.9204999999999
Abdelmalek EssaÃ¢di University,Morocco,2026,THE,1573,25.9075
University of West Bohemia,Czechia,2026,THE,1574,25.9025
UniversitÃ© Hassan II de Casablanca,Morocco,2026,THE,1575,25.902
Universidade Federal do ABC (UFABC),Brazil,2026,THE,1576,25.9015
Chung Shan Medical University,Taiwan,2026,THE,1577,25.8894999999999
University of Nairobi,Kenya,2026,THE,1578,25.8744999999999
Universidade LusÃ³fona,Portugal,2026,THE,1579,25.8484999999999
Dokuz EylÃ¼l University,Turkey,2026,THE,1580,25.8364999999999
Toho University,Japan,2026,THE,1581,25.8265
University of Benin,Nigeria,2026,THE,1582,25.7945
Universitas Negeri Padang,Indonesia,2026,THE,1583,25.7819999999999
Federal University of Santa Maria,Brazil,2026,THE,1584,25.761
Lublin University of Technology,Poland,2026,THE,1585,25.75
Hormozgan University of Medical Sciences,Iran,2026,THE,1586,25.7445
Tamkang University,Taiwan,2026,THE,1587,25.7404999999999
National University of Colombia,Colombia,2026,THE,1588,25.7274999999999
Lodz University of Technology,Poland,2026,THE,1589,25.7195
Del Rosario University,Colombia,2026,THE,1590,25.6854999999999
KarabÃ¼k University,Turkey,2026,THE,1591,25.682
University of La Rochelle,France,2026,THE,1592,25.6659999999999
Escuela Superior PolitÃ©cnica del Litoral,Ecuador,2026,THE,1593,25.6654999999999
Yasouj University,Iran,2026,THE,1594,25.66
Vinayaka Missionâ€™s Research Foundation,India,2026,THE,1595,25.6505
Hellenic Open University,Greece,2026,THE,1596,25.6414999999999
Rikkyo University,Japan,2026,THE,1597,25.6275
Moscow Aviation Institute,Russian Federation,2026,THE,1598,25.62
Durban University of Technology,South Africa,2026,THE,1599,25.6105
University of Sunderland,United Kingdom,2026,THE,1600,25.6055
Universiti Malaysia Perlis,Malaysia,2026,THE,1601,25.6015
Guangxi Normal University,China,2026,THE,1602,25.596
Marmara University,Turkey,2026,THE,1603,25.568
Tashkent University of Information Technologies,Uzbekistan,2026,THE,1604,25.5619999999999
UniversitÃ© Polytechnique Hauts-de-France,France,2026,THE,1605,25.5529999999999
Military Institute of Science and Technology (MIST),Bangladesh,2026,THE,1606,25.5299999999999
Southwest Petroleum University,China,2026,THE,1607,25.5225
BezmiÃ¢lem Vakif University,Turkey,2026,THE,1608,25.522
Shree Guru Gobind Singh Tricentenary University,India,2026,THE,1609,25.5134999999999
GMR Institute of Technology,India,2026,THE,1610,25.5125
UniversitÃ© Sultan Moulay Slimane,Morocco,2026,THE,1611,25.5025
Nagaoka University of Technology,Japan,2026,THE,1612,25.48
Universiti Teknologi MARA,Malaysia,2026,THE,1613,25.4779999999999
University of the Ryukyus,Japan,2026,THE,1614,25.4185
Goa University,India,2026,THE,1615,25.41
University of Lethbridge,Canada,2026,THE,1616,25.398
Ritsumeikan University,Japan,2026,THE,1617,25.378
University of Warmia and Mazury in Olsztyn,Poland,2026,THE,1618,25.376
Osaka Medical and Pharmaceutical University,Japan,2026,THE,1619,25.3715
Pace University-New York,United States,2026,THE,1620,25.3684999999999
Karadeniz Technical University,Turkey,2026,THE,1621,25.3405
Pontifical Catholic University of ValparaÃ­so,Chile,2026,THE,1622,25.3365
"University of the Andes, Chile",Chile,2026,THE,1623,25.3215
University of Huelva,Spain,2026,THE,1624,25.305
Åžtefan cel Mare University of Suceava,Romania,2026,THE,1625,25.3025
Paris Nanterre University,France,2026,THE,1626,25.297
University for Development Studies,Ghana,2026,THE,1627,25.287
University of Worcester,United Kingdom,2026,THE,1628,25.2785
Mie University,Japan,2026,THE,1629,25.2765
UniversitÃ© Sorbonne Nouvelle,France,2026,THE,1630,25.2734999999999
Slovak University of Technology in Bratislava,Slovakia,2026,THE,1631,25.2724999999999
Communication University of China,China,2026,THE,1632,25.252
Yeditepe University,Turkey,2026,THE,1633,25.24
University of Chester,United Kingdom,2026,THE,1634,25.2329999999999
University of Ostrava,Czechia,2026,THE,1635,25.2134999999999
Harran University,Turkey,2026,THE,1636,25.0984999999999
University of Zimbabwe,Zimbabwe,2026,THE,1637,25.0864999999999
University of Talca,Chile,2026,THE,1637,25.0864999999999
"Jaypee Institute of Information Technology, Noida",India,2026,THE,1639,25.0795
National Chin-Yi University of Technology,Taiwan,2026,THE,1640,25.0785
Kyiv National University of Construction and Architecture,Ukraine,2026,THE,1641,25.063
Universitas Syiah Kuala,Indonesia,2026,THE,1642,25.0465
Hirosaki University,Japan,2026,THE,1643,25.0365
Satbayev University,Kazakhstan,2026,THE,1644,25.034
Muhimbili University of Health and Allied Sciences,Tanzania,2026,THE,1645,24.978
Karpagam Academy of Higher Education,India,2026,THE,1646,24.9495
Universiti Malaysia Kelantan,Malaysia,2026,THE,1647,24.9344999999999
Vali-e-Asr University of Rafsanjan,Iran,2026,THE,1648,24.8884999999999
University of Silesia in Katowice,Poland,2026,THE,1649,24.85
CEU Universities,Spain,2026,THE,1650,24.8435
Lincoln University College,Malaysia,2026,THE,1651,24.813
University of Pannonia,Hungary,2026,THE,1652,24.7639999999999
Unisinos University,Brazil,2026,THE,1653,24.7194999999999
Universidade Federal da Bahia,Brazil,2026,THE,1654,24.7075
University of Rijeka,Croatia,2026,THE,1655,24.6964999999999
University of Hormozgan,Iran,2026,THE,1656,24.6905
University of Santo Tomas,Philippines,2026,THE,1657,24.6794999999999
Kastamonu University,Turkey,2026,THE,1658,24.6679999999999
Universidad AutÃ³noma de Chile,Chile,2026,THE,1659,24.6525
"National Institute of Applied Sciences, Strasbourg (INSA Strasbourg)",France,2026,THE,1660,24.652
Istanbul AydÄ±n University,Turkey,2026,THE,1661,24.65
University of Carthage,Tunisia,2026,THE,1662,24.6145
Federal University of Rio Grande do Norte (UFRN),Brazil,2026,THE,1663,24.6029999999999
Far Eastern Federal University,Russian Federation,2026,THE,1664,24.59
Institut Teknologi Sepuluh Nopember,Indonesia,2026,THE,1665,24.5845
Alzahra University,Iran,2026,THE,1666,24.5709999999999
Universidade Federal de Juiz de Fora,Brazil,2026,THE,1667,24.567
Universiti Teknikal Malaysia Melaka,Malaysia,2026,THE,1668,24.5499999999999
Maejo University,Thailand,2026,THE,1669,24.5404999999999
Jiangsu Normal University,China,2026,THE,1670,24.5144999999999
UniversitÃ© de Skikda,Algeria,2026,THE,1671,24.4889999999999
Ehime University,Japan,2026,THE,1672,24.4779999999999
Tribhuvan University,Nepal,2026,THE,1673,24.4355
Acharya Nagarjuna University,India,2026,THE,1674,24.4349999999999
University of the Arts London,United Kingdom,2026,THE,1675,24.4219999999999
Centurion University of Technology and Management,India,2026,THE,1676,24.4045
University of Sousse,Tunisia,2026,THE,1677,24.3535
Chang Gung University of Science and Technology,Taiwan,2026,THE,1678,24.3444999999999
University of Novi Sad,Serbia,2026,THE,1679,24.3394999999999
University of Sistan and Baluchestan,Iran,2026,THE,1680,24.3374999999999
Instituto PolitÃ©cnico de Viana do Castelo,Portugal,2026,THE,1681,24.3305
University of Calabar,Nigeria,2026,THE,1682,24.317
University of Western Macedonia,Greece,2026,THE,1683,24.314
Yamaguchi University,Japan,2026,THE,1684,24.2819999999999
Sri Venkateswara University,India,2026,THE,1685,24.2814999999999
Maria Curie-SkÅ‚odowska University (UMCS),Poland,2026,THE,1686,24.2715
Pontifical Catholic University of Peru,Peru,2026,THE,1687,24.268
Southern Federal University,Russian Federation,2026,THE,1688,24.246
Cracow University of Technology,Poland,2026,THE,1689,24.2065
AcÄ±badem University,Turkey,2026,THE,1690,24.1805
Catholic University of the North,Chile,2026,THE,1691,24.1684999999999
University of Tunis,Tunisia,2026,THE,1692,24.1605
KaramanoÄŸlu Mehmet Bey University,Turkey,2026,THE,1693,24.1534999999999
International Hellenic University,Greece,2026,THE,1694,24.147
UNIR â€“ International University of La Rioja,Spain,2026,THE,1695,24.14
Istanbul Bilgi University,Turkey,2026,THE,1696,24.128
"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",Romania,2026,THE,1697,24.11
Saga University,Japan,2026,THE,1698,24.092
Gunma University,Japan,2026,THE,1699,24.0835
National Research University of Electronic Technology (MIET),Russian Federation,2026,THE,1700,24.074
University of Oum El Bouaghi,Algeria,2026,THE,1701,24.07
University of Primorska,Slovenia,2026,THE,1702,24.061
October University for Modern Sciences and Arts (MSA),Egypt,2026,THE,1703,23.9809999999999
UniversitÃ© de GabÃ¨s,Tunisia,2026,THE,1704,23.9585
Austral University of Chile,Chile,2026,THE,1705,23.952
Morgan State University,United States,2026,THE,1706,23.9449999999999
Georgia Southern University,United States,2026,THE,1707,23.9295
University of Qom,Iran,2026,THE,1708,23.922
Polytechnic Institute of Porto,Portugal,2026,THE,1709,23.918
Technical University of Cluj-Napoca,Romania,2026,THE,1710,23.9174999999999
Cukurova University,Turkey,2026,THE,1711,23.9135
Universidad AndrÃ©s Bello (UNAB),Chile,2026,THE,1712,23.877
Telkom University,Indonesia,2026,THE,1713,23.8759999999999
Ubon Ratchathani University,Thailand,2026,THE,1714,23.8429999999999
Universitas Ahmad Dahlan,Indonesia,2026,THE,1715,23.839
"University of the North, Colombia",Colombia,2026,THE,1716,23.8319999999999
Izmir University of Economics,Turkey,2026,THE,1717,23.8275
University of Pau and Pays de lâ€™Adour,France,2026,THE,1718,23.806
State University of Malang,Indonesia,2026,THE,1719,23.778
University of Baghdad,Iraq,2026,THE,1720,23.7724999999999
B. S. Abdur Rahman Crescent Institute of Science and Technology,India,2026,THE,1721,23.7539999999999
Pontificia Universidad Javeriana,Colombia,2026,THE,1722,23.7355
Amity University - Kolkata,India,2026,THE,1723,23.7005
Nnamdi Azikiwe University,Nigeria,2026,THE,1724,23.6955
University of Al-Qadisiyah,Iraq,2026,THE,1725,23.6825
Ochanomizu University,Japan,2026,THE,1726,23.6749999999999
Universitas Negeri Semarang,Indonesia,2026,THE,1727,23.661
University of Costa Rica,Costa Rica,2026,THE,1728,23.6414999999999
Hanoi University of Science and Technology,Vietnam,2026,THE,1729,23.6199999999999
Arak University,Iran,2026,THE,1730,23.594
Federico Santa MarÃ­a Technical University,Chile,2026,THE,1731,23.5815
Universidade do Estado do Rio de Janeiro (UERJ),Brazil,2026,THE,1732,23.5715
University of Babylon,Iraq,2026,THE,1733,23.5414999999999
Federal University of Pelotas,Brazil,2026,THE,1734,23.5334999999999
EskiÅŸehir Osmangazi University,Turkey,2026,THE,1735,23.53
Alexandru Ioan Cuza University,Romania,2026,THE,1736,23.5269999999999
Plekhanov Russian University of Economics,Russian Federation,2026,THE,1737,23.5099999999999
Saitama University,Japan,2026,THE,1738,23.5075
University of Kufa,Iraq,2026,THE,1739,23.5005
University of Moratuwa,Sri Lanka,2026,THE,1740,23.4835
Dankook University,South Korea,2026,THE,1741,23.464
Gaziantep University,Turkey,2026,THE,1742,23.431
Universidade Federal de Ouro Preto (UFOP),Brazil,2026,THE,1743,23.4245
Tottori University,Japan,2026,THE,1744,23.365
"University of Santiago, Chile (USACH)",Chile,2026,THE,1745,23.3605
University of Yamanashi,Japan,2026,THE,1746,23.349
Universiti Malaysia Sabah (UMS),Malaysia,2026,THE,1747,23.328
L.N. Gumilyov Eurasian National University,Kazakhstan,2026,THE,1748,23.3215
Ladoke Akintola University of Technology,Nigeria,2026,THE,1749,23.257
Tamil Nadu Agricultural University,India,2026,THE,1750,23.2069999999999
Kagoshima University,Japan,2026,THE,1751,23.1989999999999
University of Economics in Prague,Czechia,2026,THE,1752,23.1885
Tokat GaziosmanpaÅŸa University,Turkey,2026,THE,1753,23.1055
University of Life Sciences in Lublin,Poland,2026,THE,1754,23.09
Shibaura Institute of Technology,Japan,2026,THE,1755,23.079
University of Brawijaya,Indonesia,2026,THE,1756,23.0455
UniversitÃ© ChouaÃ¯b Doukkali,Morocco,2026,THE,1757,23.0374999999999
Wasit University,Iraq,2026,THE,1758,23.0269999999999
National University of San MartÃ­n,Argentina,2026,THE,1759,23.022
Feng Chia University,Taiwan,2026,THE,1760,23.0215
Dow University of Health Sciences,Pakistan,2026,THE,1761,22.933
Badji Mokhtar University â€“ Annaba,Algeria,2026,THE,1762,22.922
"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",Pakistan,2026,THE,1763,22.9094999999999
Dnipro University of Technology,Ukraine,2026,THE,1764,22.9055
Federal University of Mato Grosso do Sul,Brazil,2026,THE,1765,22.8995
Russian Presidential Academy of National Economy and Public Administration,Russian Federation,2026,THE,1766,22.8874999999999
Bashkir State Medical University,Russian Federation,2026,THE,1767,22.8869999999999
Federal University of EspÃ­rito Santo,Brazil,2026,THE,1768,22.871
AydÄ±n Adnan Menderes University,Turkey,2026,THE,1769,22.7984999999999
Federal University of ViÃ§osa,Brazil,2026,THE,1770,22.7945
Kyoto Institute of Technology,Japan,2026,THE,1771,22.7885
Moscow Power Engineering Institute,Russian Federation,2026,THE,1772,22.7859999999999
Kasetsart University,Thailand,2026,THE,1773,22.782
Dunarea de Jos University of Galati,Romania,2026,THE,1774,22.773
Dokkyo Medical University,Japan,2026,THE,1775,22.7415
National University of La Plata,Argentina,2026,THE,1776,22.7335
AltÄ±nbaÅŸ University,Turkey,2026,THE,1777,22.7264999999999
"Vignanâ€™s Foundation for Science, Technology and Research",India,2026,THE,1778,22.673
Universidad Mayor,Chile,2026,THE,1779,22.6715
Fluminense Federal University,Brazil,2026,THE,1780,22.6684999999999
University of Zambia,Zambia,2026,THE,1781,22.652
Al-Nahrain University,Iraq,2026,THE,1782,22.6375
Catholic University of BrasÃ­lia,Brazil,2026,THE,1783,22.6325
Technical University of Liberec,Czechia,2026,THE,1784,22.6215
University of Pardubice,Czechia,2026,THE,1785,22.61
National Changhua University of Education,Taiwan,2026,THE,1786,22.593
University of Miyazaki,Japan,2026,THE,1787,22.543
Nile University,Egypt,2026,THE,1788,22.512
Damghan University,Iran,2026,THE,1789,22.4979999999999
Metropolitan Autonomous University,Mexico,2026,THE,1790,22.4845
Baku State University,Azerbaijan,2026,THE,1791,22.4135
University of West Attica,Greece,2026,THE,1792,22.397
Universidade Federal de CiÃªncias da SaÃºde de Porto Alegre (UFCSPA),Brazil,2026,THE,1793,22.3815
REVA University,India,2026,THE,1794,22.3674999999999
Konya Technical University,Turkey,2026,THE,1795,22.3559999999999
Altai State University,Russian Federation,2026,THE,1796,22.3405
Kazan State Medical University,Russian Federation,2026,THE,1797,22.3365
Grand Valley State University,United States,2026,THE,1798,22.3075
AtÄ±lÄ±m University,Turkey,2026,THE,1799,22.279
Shahed University,Iran,2026,THE,1800,22.275
Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,2026,THE,1801,22.223
Al-Quds University,Palestine,2026,THE,1802,22.2195
Taras Shevchenko National University of Kyiv,Ukraine,2026,THE,1803,22.1989999999999
"State University ""Kyiv Aviation Institute""",Ukraine,2026,THE,1804,22.1539999999999
Universidade Estadual de MaringÃ¡,Brazil,2026,THE,1805,22.1085
Universitas Pendidikan Indonesia,Indonesia,2026,THE,1806,22.0574999999999
PÃ¡zmÃ¡ny PÃ©ter Catholic University,Hungary,2026,THE,1807,21.9585
Universidad CatÃ³lica del Maule,Chile,2026,THE,1808,21.9384999999999
Kenyatta University,Kenya,2026,THE,1809,21.9085
University of Oradea,Romania,2026,THE,1810,21.8699999999999
Shanxi Medical University,China,2026,THE,1811,21.8689999999999
Sinop University,Turkey,2026,THE,1812,21.8685
Bharati Vidyapeeth University,India,2026,THE,1813,21.8565
Shimane University,Japan,2026,THE,1814,21.814
Ondokuz Mayis University,Turkey,2026,THE,1815,21.8065
Van YÃ¼zÃ¼ncÃ¼ Yil University,Turkey,2026,THE,1816,21.806
Ankara Yildirim Beyazit University,Turkey,2026,THE,1817,21.8034999999999
East West University,Bangladesh,2026,THE,1818,21.7655
Sofia University,Bulgaria,2026,THE,1819,21.7595
R V College of Engineering,India,2026,THE,1820,21.7529999999999
Shizuoka University,Japan,2026,THE,1821,21.6644999999999
De La Salle University,Philippines,2026,THE,1822,21.619
El Bosque University,Colombia,2026,THE,1823,21.5974999999999
Muroran Institute of Technology,Japan,2026,THE,1824,21.5969999999999
Lobachevsky State University of Nizhni Novgorod,Russian Federation,2026,THE,1825,21.5529999999999
Ferhat Abbas SÃ©tif University 1,Algeria,2026,THE,1826,21.5394999999999
Al-Muthanna University,Iraq,2026,THE,1827,21.5035
Polytechnic University of TimiÅŸoara,Romania,2026,THE,1828,21.4955
Londrina State University,Brazil,2026,THE,1828,21.4955
Teikyo University,Japan,2026,THE,1830,21.4645
University of Lucknow,India,2026,THE,1831,21.3705
University of RzeszÃ³w,Poland,2026,THE,1832,21.3695
Lagos State University,Nigeria,2026,THE,1833,21.368
St Petersburg Electrotechnical University (LETI),Russian Federation,2026,THE,1834,21.3675
University of Miskolc,Hungary,2026,THE,1835,21.346
Vietnam National University (Ho Chi Minh City),Vietnam,2026,THE,1836,21.3414999999999
University of Rwanda,Rwanda,2026,THE,1837,21.317
SzÃ©chenyi IstvÃ¡n University,Hungary,2026,THE,1838,21.3129999999999
Hasanuddin University,Indonesia,2026,THE,1839,21.3014999999999
University of Karachi,Pakistan,2026,THE,1840,21.2984999999999
Universidad CatÃ³lica de la SantÃ­sima ConcepciÃ³n,Chile,2026,THE,1841,21.276
Kochi University,Japan,2026,THE,1842,21.2679999999999
Bialystok University of Technology,Poland,2026,THE,1843,21.2565
State University of Ponta Grossa,Brazil,2026,THE,1844,21.2405
Pavlov First Saint Petersburg State Medical University,Russian Federation,2026,THE,1845,21.2305
Samara State Medical University,Russian Federation,2026,THE,1846,21.2269999999999
Universidad Nacional de AsunciÃ³n,Paraguay,2026,THE,1847,21.2179999999999
University of Sri Jayewardenepura,Sri Lanka,2026,THE,1848,21.2175
Lviv Polytechnic National University,Ukraine,2026,THE,1849,21.2159999999999
Akita University,Japan,2026,THE,1850,21.197
University of Szczecin,Poland,2026,THE,1851,21.1785
GITAM University,India,2026,THE,1852,21.1255
University of Fukui,Japan,2026,THE,1853,21.1034999999999
Tomsk State University of Control Systems and Radioelectronics,Russian Federation,2026,THE,1854,21.0849999999999
Adelphi University,United States,2026,THE,1855,21.0824999999999
"Federal University of Technology, Owerri",Nigeria,2026,THE,1856,21.0645
Antonio NariÃ±o University,Colombia,2026,THE,1857,21.0515
Naresuan University,Thailand,2026,THE,1858,21.0419999999999
North Khorasan University of Medical Sciences,Iran,2026,THE,1859,21.0069999999999
Saints Cyril and Methodius University in Skopje,North Macedonia,2026,THE,1860,21.0005
Bilecik Åžeyh Edebali University,Turkey,2026,THE,1861,20.987
Kochi University of Technology,Japan,2026,THE,1862,20.9335
Escuela PolitÃ©cnica Nacional,Ecuador,2026,THE,1863,20.9075
University of Diyala,Iraq,2026,THE,1864,20.898
Silpakorn University,Thailand,2026,THE,1865,20.853
Federal University of ParÃ¡,Brazil,2026,THE,1866,20.8385
Polytechnic University of Bucharest,Romania,2026,THE,1867,20.7425
University of Passo Fundo (UPF),Brazil,2026,THE,1868,20.7185
UniversitÃ© Kasdi Merbah Ouargla,Algeria,2026,THE,1869,20.714
Federal Rural University of Pernambuco,Brazil,2026,THE,1870,20.7039999999999
Kharkiv National University of Radio Electronics,Ukraine,2026,THE,1871,20.7025
Samara National Research University (Samara University),Russian Federation,2026,THE,1872,20.6815
Sivas Cumhuriyet University,Turkey,2026,THE,1873,20.657
UniversitÃ© 8 Mai 1945 Guelma,Algeria,2026,THE,1874,20.6405
Grigore T. Popa University of Medicine and Pharmacy,Romania,2026,THE,1875,20.6124999999999
M S Ramaiah University of Applied Sciences (RUAS),India,2026,THE,1876,20.5515
Erzincan Binali YÄ±ldÄ±rÄ±m University,Turkey,2026,THE,1877,20.548
Sikkim Manipal University,India,2026,THE,1878,20.529
NiÄŸde Ã–mer Halisdemir University,Turkey,2026,THE,1879,20.5214999999999
Belarusian State University,Belarus,2026,THE,1880,20.5105
Universitas Sumatera Utara,Indonesia,2026,THE,1881,20.4835
National Taipei University,Taiwan,2026,THE,1882,20.4655
Universidade do Estado de Santa Catarina,Brazil,2026,THE,1883,20.463
University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,2026,THE,1884,20.4414999999999
Misr University for Science and Technology,Egypt,2026,THE,1885,20.418
Sakarya University of Applied Sciences,Turkey,2026,THE,1886,20.412
Universidade Federal de Sergipe,Brazil,2026,THE,1887,20.4079999999999
Oita University,Japan,2026,THE,1888,20.38
University of MedellÃ­n,Colombia,2026,THE,1889,20.3134999999999
University of Mataram,Indonesia,2026,THE,1890,20.2934999999999
University of Namibia,Namibia,2026,THE,1891,20.2855
Mustansiriyah University,Iraq,2026,THE,1892,20.2464999999999
Bolu Abant Izzet Baysal University,Turkey,2026,THE,1893,20.2275
Alberto Hurtado University,Chile,2026,THE,1894,20.1725
Universitas Andalas,Indonesia,2026,THE,1895,20.1665
MapÃºa University,Philippines,2026,THE,1896,20.1594999999999
University of Sarajevo,Bosnia and Herzegovina,2026,THE,1897,20.1414999999999
"Soochow University, Taiwan",Taiwan,2026,THE,1898,20.1405
Technical University of Sofia,Bulgaria,2026,THE,1899,20.0809999999999
Universiti Kuala Lumpur,Malaysia,2026,THE,1900,20.0405
The University of Danang,Vietnam,2026,THE,1901,19.9895
University of Dar es Salaam,Tanzania,2026,THE,1902,19.8625
University of ValparaÃ­so,Chile,2026,THE,1903,19.861
National Chi Nan University,Taiwan,2026,THE,1904,19.8055
University of Phayao,Thailand,2026,THE,1905,19.798
University of Shizuoka,Japan,2026,THE,1906,19.6845
Kirikkale University,Turkey,2026,THE,1907,19.684
V.N. Karazin Kharkiv National University,Ukraine,2026,THE,1908,19.6645
University of Birjand,Iran,2026,THE,1909,19.6545
University of Montenegro,Montenegro,2026,THE,1910,19.6474999999999
PSG College of Technology,India,2026,THE,1911,19.602
AdÄ±yaman University,Turkey,2026,THE,1912,19.586
Kwansei Gakuin University,Japan,2026,THE,1913,19.5289999999999
Burdur Mehmet Akif Ersoy University,Turkey,2026,THE,1914,19.4894999999999
National Pingtung University of Science and Technology,Taiwan,2026,THE,1915,19.489
AIIMS Rishikesh,India,2026,THE,1916,19.4499999999999
Ã‡ankÄ±rÄ± Karatekin University,Turkey,2026,THE,1917,19.4444999999999
University of Los Lagos,Chile,2026,THE,1918,19.4375
Latvia University of Life Sciences and Technologies,Latvia,2026,THE,1919,19.4344999999999
Bursa UludaÄŸ University,Turkey,2026,THE,1920,19.4315
Ming Chuan University,Taiwan,2026,THE,1921,19.403
NED University of Engineering and Technology,Pakistan,2026,THE,1922,19.4015
Atma Jaya Catholic University of Indonesia,Indonesia,2026,THE,1923,19.389
Georgian Technical University,Georgia,2026,THE,1924,19.3635
Matej Bel University,Slovakia,2026,THE,1925,19.29
Sri Ramachandra Institute of Higher Education and Research,India,2026,THE,1926,19.2774999999999
University of San MartÃ­n de Porres,Peru,2026,THE,1927,19.2435
Mendeleev University of Chemical Technology,Russian Federation,2026,THE,1928,19.1635
Universitas Muhammadiyah Yogyakarta,Indonesia,2026,THE,1929,19.136
Sophia University,Japan,2026,THE,1930,19.1205
National Chiayi University,Taiwan,2026,THE,1931,19.118
Universidad AutÃ³noma de QuerÃ©taro,Mexico,2026,THE,1932,19.1079999999999
University of Taipei,Taiwan,2026,THE,1933,19.0679999999999
State University of Santa Cruz,Brazil,2026,THE,1934,19.028
Universidad San Ignacio de Loyola,Peru,2026,THE,1935,19.0244999999999
University of Mascara,Algeria,2026,THE,1936,19.0015
University of Craiova,Romania,2026,THE,1937,18.997
Jianghan University,China,2026,THE,1938,18.9925
Belgorod State National Research University,Russian Federation,2026,THE,1939,18.958
Pontifical Catholic University of Argentina,Argentina,2026,THE,1940,18.9435
KLE Academy of Higher Education and Research,India,2026,THE,1941,18.923
Tokyo University of Agriculture,Japan,2026,THE,1942,18.9205
Kocaeli University,Turkey,2026,THE,1943,18.918
Adana Alparslan TÃ¼rkeÅŸ Science and Technology University,Turkey,2026,THE,1944,18.913
Mahasarakham University,Thailand,2026,THE,1945,18.886
Afyonkarahisar Health Sciences University,Turkey,2026,THE,1946,18.8745
Centro Federal de EducaÃ§Ã£o TecnolÃ³gica Celso Suckow da Fonseca (CEFET-RJ),Brazil,2026,THE,1947,18.858
Jean Moulin University â€“ Lyon 3,France,2026,THE,1948,18.852
Mersin University,Turkey,2026,THE,1949,18.845
MuÅŸ Alparslan University,Turkey,2026,THE,1950,18.8315
Presidency University,India,2026,THE,1951,18.7884999999999
Don State Technical University,Russian Federation,2026,THE,1952,18.7465
Universidad Pontificia Bolivariana (UPB),Colombia,2026,THE,1953,18.7464999999999
Ionian University,Greece,2026,THE,1954,18.7395
Universitas Negeri Jakarta,Indonesia,2026,THE,1955,18.692
Tikrit University,Iraq,2026,THE,1956,18.6805
National University of CÃ³rdoba,Argentina,2026,THE,1957,18.6535
Gheorghe Asachi Technical University of IaÅŸi,Romania,2026,THE,1958,18.653
Gdynia Maritime University,Poland,2026,THE,1959,18.6459999999999
Thiagarajar College of Engineering,India,2026,THE,1960,18.642
EskiÅŸehir Technical University,Turkey,2026,THE,1961,18.576
Azerbaijan State Oil and Industry University,Azerbaijan,2026,THE,1962,18.5745
"Federal University of Agriculture, Abeokuta",Nigeria,2026,THE,1963,18.5175
Afyon Kocatepe University,Turkey,2026,THE,1964,18.517
Mindanao State University â€“ Iligan Institute of Technology,Philippines,2026,THE,1965,18.5135
